Atgrp_name	class6	UNIPROT.class	UNIPROT.Organism
AT4Gr20002051	TE	NA	NA
AT4Gr20002052	TE	NA	NA
AT4Gr20002067	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002069	TE	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002071	protein_tair10	DC1 domain-containing protein	Arabis alpina (Alpine rock-cress)
AT4Gr20002072	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002076	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002077	other_species	Signal peptide / Secreted	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002085	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002086	partial_or_no_homology	NA	NA
AT4Gr20002094	protein_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002101	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002103	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002122	protein_tair10	Transcription factor	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002132	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002136	TE	NA	NA
AT4Gr20002154	TE	NA	NA
AT4Gr20002155	TE	NA	NA
AT4Gr20002173	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002174	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002186	partial_or_no_homology	NA	NA
AT4Gr20002232	TE	NA	NA
AT4Gr20002235	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002250	nucl_tair10	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002263	nucl_tair10	DNA integration	Microthlaspi erraticum
AT4Gr20002264	TE-like	TE / Transposon / Transposase / DNA transposition	Vitis vinifera (Grape)
AT4Gr20002284	other_species	Ubiquitin-like domain / Protein ubiquitination	Cinnamomum micranthum f. kanehirae
AT4Gr20002294	protein_tair10	DNA-binding	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002295	protein_tair10	DNA-binding	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002296	nucl_tair10	Ribosomal protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002297	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002298	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002305	TE	NA	NA
AT4Gr20002311	partial_or_no_homology	NA	NA
AT4Gr20002312	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002319	protein_tair10	Nucleus	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002320	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002323	TE	NA	NA
AT4Gr20002347	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002350	TE	NA	NA
AT4Gr20002360	TE	NA	NA
AT4Gr20002389	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002400	partial_or_no_homology	NA	NA
AT4Gr20002407	partial_or_no_homology	NA	NA
AT4Gr20002448	TE	NA	NA
AT4Gr20002449	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr20002460	TE	NA	NA
AT4Gr20002474	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002475	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002476	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002487	partial_or_no_homology	NA	NA
AT4Gr20002502	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002507	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002541	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002544	TE	NA	NA
AT4Gr20002546	other_species	Uncharacterized protein	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT4Gr20002552	TE	NA	NA
AT4Gr20002554	partial_or_no_homology	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002560	TE	NA	NA
AT4Gr20002571	TE-like	Reverse transcriptase	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr20002581	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr20002603	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr20002604	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000003	TE	NA	NA
AT5Gr10000008	TE	NA	NA
AT5Gr10000020	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10000021	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10000034	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000040	other_species	NA	NA
AT5Gr10000047	TE	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT5Gr10000076	TE	NA	NA
AT5Gr10000077	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000102	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000109	partial_or_no_homology	NA	NA
AT5Gr10000117	protein_tair10	F-box	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000127	TE	NA	NA
AT5Gr10000128	TE	NA	NA
AT5Gr10000137	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000144	TE	NA	NA
AT5Gr10000146	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000147	protein_tair10	DC1 domain-containing protein	Capsella rubella
AT5Gr10000149	partial_or_no_homology	NA	NA
AT5Gr10000171	TE	NA	NA
AT5Gr10000183	TE	NA	NA
AT5Gr10000191	TE	NA	NA
AT5Gr10000192	TE	NA	NA
AT5Gr10000193	TE	NA	NA
AT5Gr10000196	TE	NA	NA
AT5Gr10000205	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000206	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000209	protein_tair10	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10000210	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000216	protein_tair10	RNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000247	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000248	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000250	TE	NA	NA
AT5Gr10000261	TE	NA	NA
AT5Gr10000271	TE	NA	NA
AT5Gr10000281	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000289	TE	NA	NA
AT5Gr10000322	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000325	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000326	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000345	TE	NA	NA
AT5Gr10000375	TE	NA	NA
AT5Gr10000392	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000402	TE	NA	NA
AT5Gr10000403	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000404	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000405	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000406	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000415	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000441	TE	NA	NA
AT5Gr10000463	TE	NA	NA
AT5Gr10000502	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000526	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000552	TE	NA	NA
AT5Gr10000581	TE	NA	NA
AT5Gr10000582	TE	NA	NA
AT5Gr10000632	TE	NA	NA
AT5Gr10000663	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000664	TE	NA	NA
AT5Gr10000675	TE	NA	NA
AT5Gr10000688	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000728	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000729	TE	NA	NA
AT5Gr10000730	TE	NA	NA
AT5Gr10000731	TE	NA	NA
AT5Gr10000738	TE	NA	NA
AT5Gr10000746	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000754	TE	NA	NA
AT5Gr10000758	TE-like	DNA-binding	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)
AT5Gr10000759	TE	NA	NA
AT5Gr10000760	TE	NA	NA
AT5Gr10000767	nucl_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10000770	TE	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000773	TE	NA	NA
AT5Gr10000787	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000819	protein_tair10	Other	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000822	TE	NA	NA
AT5Gr10000828	TE	NA	NA
AT5Gr10000844	TE	NA	NA
AT5Gr10000845	TE	NA	NA
AT5Gr10000848	TE	NA	NA
AT5Gr10000849	TE	NA	NA
AT5Gr10000862	protein_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000864	protein_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000873	nucl_tair10	Repeat	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT5Gr10000882	TE	NA	NA
AT5Gr10000900	TE	NA	NA
AT5Gr10000919	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000923	TE	NA	NA
AT5Gr10000931	protein_thaliana	DNA-binding	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10000938	TE	NA	NA
AT5Gr10000943	TE	NA	NA
AT5Gr10000952	protein_tair10	Other	Capsella rubella
AT5Gr10000987	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10000993	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001001	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001019	TE	NA	NA
AT5Gr10001020	TE	NA	NA
AT5Gr10001021	TE	NA	NA
AT5Gr10001052	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001053	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001067	TE	NA	NA
AT5Gr10001068	TE	NA	NA
AT5Gr10001069	TE	NA	NA
AT5Gr10001100	TE	NA	NA
AT5Gr10001105	protein_tair10	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT5Gr10001122	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001127	nucl_tair10	chloroplast	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001137	protein_tair10	Proteases / Peptidase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001143	protein_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001146	TE-like	Reverse transcriptase	Microthlaspi erraticum
AT5Gr10001147	nucl_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001148	TE	NA	NA
AT5Gr10001156	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001157	partial_or_no_homology	Other	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001166	TE	NA	NA
AT5Gr10001189	TE	NA	NA
AT5Gr10001192	nucl_tair10	Coiled coil	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001193	nucl_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001197	TE	NA	NA
AT5Gr10001209	TE	NA	NA
AT5Gr10001214	TE	NA	NA
AT5Gr10001215	TE	NA	NA
AT5Gr10001217	TE	NA	NA
AT5Gr10001219	other_species	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001221	TE	NA	NA
AT5Gr10001222	TE	NA	NA
AT5Gr10001225	TE	NA	NA
AT5Gr10001227	TE	NA	NA
AT5Gr10001229	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001232	TE	NA	NA
AT5Gr10001236	TE	NA	NA
AT5Gr10001247	TE	NA	NA
AT5Gr10001248	TE	NA	NA
AT5Gr10001252	TE	NA	NA
AT5Gr10001255	TE	NA	NA
AT5Gr10001256	TE	NA	NA
AT5Gr10001257	TE	NA	NA
AT5Gr10001264	TE	NA	NA
AT5Gr10001268	TE	NA	NA
AT5Gr10001278	TE	NA	NA
AT5Gr10001293	TE	NA	NA
AT5Gr10001299	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001301	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001302	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001303	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001306	TE	NA	NA
AT5Gr10001323	TE	NA	NA
AT5Gr10001324	TE	NA	NA
AT5Gr10001326	TE	NA	NA
AT5Gr10001327	TE-like	TE / Transposon / Transposase / DNA transposition	Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens)
AT5Gr10001328	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001329	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001333	TE	NA	NA
AT5Gr10001349	TE	NA	NA
AT5Gr10001350	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001353	TE	NA	NA
AT5Gr10001364	TE	NA	NA
AT5Gr10001371	TE	NA	NA
AT5Gr10001372	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001373	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001374	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001375	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001383	nucl_tair10	Repeat	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001389	TE	NA	NA
AT5Gr10001390	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001396	nucl_tair10	Transcription factor	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001397	TE	NA	NA
AT5Gr10001403	TE	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001404	protein_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001405	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001410	TE	NA	NA
AT5Gr10001420	TE	NA	NA
AT5Gr10001426	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001430	TE	NA	NA
AT5Gr10001431	TE	NA	NA
AT5Gr10001432	TE	NA	NA
AT5Gr10001435	partial_or_no_homology	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001439	other_species	Zinc-finger / Zinc knuckle	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT5Gr10001442	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001443	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001444	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001450	TE	NA	NA
AT5Gr10001451	TE	NA	NA
AT5Gr10001453	TE	NA	NA
AT5Gr10001456	TE	NA	NA
AT5Gr10001467	TE	NA	NA
AT5Gr10001468	TE	NA	NA
AT5Gr10001471	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001476	TE	NA	NA
AT5Gr10001477	TE	NA	NA
AT5Gr10001478	TE	NA	NA
AT5Gr10001479	TE	NA	NA
AT5Gr10001480	TE	NA	NA
AT5Gr10001481	TE	NA	NA
AT5Gr10001485	TE	NA	NA
AT5Gr10001486	TE	NA	NA
AT5Gr10001491	protein_thaliana	DUF1204 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001492	TE	NA	NA
AT5Gr10001493	TE	NA	NA
AT5Gr10001494	TE	NA	NA
AT5Gr10001495	TE	NA	NA
AT5Gr10001498	TE	NA	NA
AT5Gr10001500	TE	NA	NA
AT5Gr10001502	TE	NA	NA
AT5Gr10001503	TE	NA	NA
AT5Gr10001504	protein_tair10	Coiled coil	Brassica carinata (Ethiopian mustard) (Abyssinian cabbage)
AT5Gr10001505	TE	NA	NA
AT5Gr10001506	TE	NA	NA
AT5Gr10001507	TE	NA	NA
AT5Gr10001508	TE	NA	NA
AT5Gr10001509	TE	NA	NA
AT5Gr10001510	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001511	nucl_tair10	Proteases / Peptidase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001512	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001513	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001518	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001523	TE	NA	NA
AT5Gr10001524	TE	DNA integration	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001525	TE	NA	NA
AT5Gr10001526	TE	NA	NA
AT5Gr10001528	TE	NA	NA
AT5Gr10001529	TE	NA	NA
AT5Gr10001530	TE	NA	NA
AT5Gr10001531	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001534	TE	NA	NA
AT5Gr10001535	TE	Ribonuclease	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001536	TE	NA	NA
AT5Gr10001537	protein_thaliana	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001538	TE	NA	NA
AT5Gr10001540	TE	NA	NA
AT5Gr10001544	TE	NA	NA
AT5Gr10001545	TE	NA	NA
AT5Gr10001546	protein_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001550	TE	NA	NA
AT5Gr10001551	partial_or_no_homology	NA	NA
AT5Gr10001552	TE	NA	NA
AT5Gr10001554	TE	NA	NA
AT5Gr10001555	TE	NA	NA
AT5Gr10001556	TE	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001557	TE	NA	NA
AT5Gr10001558	TE	NA	NA
AT5Gr10001559	TE	NA	NA
AT5Gr10001562	protein_tair10	DNA-binding	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001563	TE	NA	NA
AT5Gr10001564	TE	NA	NA
AT5Gr10001565	TE	NA	NA
AT5Gr10001567	TE	NA	NA
AT5Gr10001568	TE	NA	NA
AT5Gr10001569	TE	NA	NA
AT5Gr10001570	TE	NA	NA
AT5Gr10001572	TE	NA	NA
AT5Gr10001573	TE	NA	NA
AT5Gr10001574	TE	NA	NA
AT5Gr10001576	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001577	TE	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001579	TE	NA	NA
AT5Gr10001580	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001581	protein_thaliana	Other	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001582	TE	NA	NA
AT5Gr10001583	TE	NA	NA
AT5Gr10001585	TE	NA	NA
AT5Gr10001586	TE	NA	NA
AT5Gr10001587	TE	NA	NA
AT5Gr10001588	TE	NA	NA
AT5Gr10001589	TE	NA	NA
AT5Gr10001590	TE	NA	NA
AT5Gr10001591	TE	NA	NA
AT5Gr10001592	TE	NA	NA
AT5Gr10001593	TE	NA	NA
AT5Gr10001594	TE	NA	NA
AT5Gr10001595	TE	NA	NA
AT5Gr10001596	TE	NA	NA
AT5Gr10001597	TE	NA	NA
AT5Gr10001598	TE	NA	NA
AT5Gr10001599	TE	NA	NA
AT5Gr10001601	TE	NA	NA
AT5Gr10001602	TE	NA	NA
AT5Gr10001603	TE	NA	NA
AT5Gr10001604	TE	NA	NA
AT5Gr10001605	TE	NA	NA
AT5Gr10001606	TE	NA	NA
AT5Gr10001607	TE	NA	NA
AT5Gr10001608	TE	NA	NA
AT5Gr10001610	nucl_tair10	Nucleus	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001611	TE	NA	NA
AT5Gr10001612	TE	NA	NA
AT5Gr10001613	TE	NA	NA
AT5Gr10001614	TE	NA	NA
AT5Gr10001615	TE	NA	NA
AT5Gr10001616	TE	NA	NA
AT5Gr10001617	TE	NA	NA
AT5Gr10001618	TE	NA	NA
AT5Gr10001619	TE	NA	NA
AT5Gr10001620	TE	NA	NA
AT5Gr10001621	TE	NA	NA
AT5Gr10001622	TE	NA	NA
AT5Gr10001623	TE	NA	NA
AT5Gr10001624	TE	NA	NA
AT5Gr10001625	TE	NA	NA
AT5Gr10001626	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001627	partial_or_no_homology	DNA integration	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001628	TE	NA	NA
AT5Gr10001629	TE	NA	NA
AT5Gr10001630	TE	NA	NA
AT5Gr10001631	TE	NA	NA
AT5Gr10001632	TE	NA	NA
AT5Gr10001633	TE	NA	NA
AT5Gr10001634	TE	NA	NA
AT5Gr10001635	TE	NA	NA
AT5Gr10001636	TE	NA	NA
AT5Gr10001637	TE	NA	NA
AT5Gr10001638	TE	NA	NA
AT5Gr10001639	TE	NA	NA
AT5Gr10001640	TE	NA	NA
AT5Gr10001643	TE	NA	NA
AT5Gr10001644	TE	NA	NA
AT5Gr10001645	TE	NA	NA
AT5Gr10001646	TE	NA	NA
AT5Gr10001647	TE	NA	NA
AT5Gr10001648	TE	NA	NA
AT5Gr10001649	TE	NA	NA
AT5Gr10001650	TE	NA	NA
AT5Gr10001651	TE	NA	NA
AT5Gr10001652	TE	NA	NA
AT5Gr10001653	TE	NA	NA
AT5Gr10001654	TE	NA	NA
AT5Gr10001655	TE	NA	NA
AT5Gr10001656	TE	NA	NA
AT5Gr10001659	TE	NA	NA
AT5Gr10001660	TE	NA	NA
AT5Gr10001661	TE	NA	NA
AT5Gr10001662	protein_tair10	Coiled coil	Arabidopsis thaliana x Arabidopsis arenosa
AT5Gr10001663	TE	NA	NA
AT5Gr10001664	TE	NA	NA
AT5Gr10001665	TE	NA	NA
AT5Gr10001666	TE	NA	NA
AT5Gr10001667	TE	Coiled coil	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001668	TE	NA	NA
AT5Gr10001669	TE	NA	NA
AT5Gr10001670	TE	NA	NA
AT5Gr10001671	protein_tair10	Coiled coil	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001672	nucl_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001673	TE	NA	NA
AT5Gr10001674	TE	NA	NA
AT5Gr10001675	TE	NA	NA
AT5Gr10001676	TE	NA	NA
AT5Gr10001678	TE	NA	NA
AT5Gr10001679	TE	NA	NA
AT5Gr10001680	TE	NA	NA
AT5Gr10001681	TE	NA	NA
AT5Gr10001682	TE	NA	NA
AT5Gr10001683	TE	NA	NA
AT5Gr10001684	TE	NA	NA
AT5Gr10001685	partial_or_no_homology	NA	NA
AT5Gr10001686	TE	NA	NA
AT5Gr10001687	TE	NA	NA
AT5Gr10001688	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001689	TE	NA	NA
AT5Gr10001690	TE	NA	NA
AT5Gr10001691	TE	NA	NA
AT5Gr10001692	TE	NA	NA
AT5Gr10001693	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT5Gr10001694	TE	NA	NA
AT5Gr10001695	TE	NA	NA
AT5Gr10001696	nucl_tair10	Ribonuclease	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001697	TE	NA	NA
AT5Gr10001700	TE-like	NA	NA
AT5Gr10001701	TE	NA	NA
AT5Gr10001702	TE	NA	NA
AT5Gr10001703	TE	NA	NA
AT5Gr10001704	TE	NA	NA
AT5Gr10001705	TE	NA	NA
AT5Gr10001707	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001708	partial_or_no_homology	NA	NA
AT5Gr10001710	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT5Gr10001712	TE	NA	NA
AT5Gr10001713	TE	NA	NA
AT5Gr10001714	TE	NA	NA
AT5Gr10001715	TE	NA	NA
AT5Gr10001716	TE	NA	NA
AT5Gr10001717	TE	NA	NA
AT5Gr10001718	TE	NA	NA
AT5Gr10001719	TE	NA	NA
AT5Gr10001721	TE	NA	NA
AT5Gr10001722	TE	NA	NA
AT5Gr10001723	TE	NA	NA
AT5Gr10001725	TE	NA	NA
AT5Gr10001726	TE	NA	NA
AT5Gr10001727	TE	NA	NA
